447536.52,447536.52,447536.52,268521.9121,268521.9121,268521.9121,626551.1279,656386.8959,556934.336,755839.456,310060.4063,310060.4063,310060.4063,186036.2438,186036.2438,186036.2438,434084.5688,454755.2625,385852.95,523657.575
0,0,0,0,0,0,0,0,0,0,348258.4875,348258.4875,348258.4875,208955.0925,208955.0925,208955.0925,487561.8826,510779.115,433388.34,588169.89
0,0,0,0,0,0,0,0,0,0,115274.6438,115274.6438,115274.6438,69164.78625,69164.78625,69164.78625,161384.5013,169069.4775,143452.89,194686.065
555707.6961,555707.6961,555707.6961,333424.6175,333424.6175,333424.6175,777990.7745,815037.9542,691547.3551,938528.5534,313313.5688,313313.5688,313313.5688,187988.1413,187988.1413,187988.1413,438638.9963,459526.5675,389901.33,529151.805
240808.6791,240808.6791,240808.6791,144485.2075,144485.2075,144485.2075,337132.1507,353186.0627,299673.0228,406699.1024,310060.4063,310060.4063,310060.4063,186036.2438,186036.2438,186036.2438,434084.5688,454755.2625,385852.95,523657.575
0,0,0,0,0,0,0,0,0,0,348258.4875,348258.4875,348258.4875,208955.0925,208955.0925,208955.0925,487561.8826,510779.115,433388.34,588169.89
0,0,0,0,0,0,0,0,0,0,115274.6438,115274.6438,115274.6438,69164.78625,69164.78625,69164.78625,161384.5013,169069.4775,143452.89,194686.065
460278.4038,460278.4038,460278.4038,276167.0422,276167.0422,276167.0422,644389.7652,675074.9922,572790.9025,777359.0817,313313.5688,313313.5688,313313.5688,187988.1413,187988.1413,187988.1413,438638.9963,459526.5675,389901.33,529151.805
636079.4611,636079.4611,636079.4611,381647.6767,381647.6767,381647.6767,890511.2454,932916.5429,791565.5516,1074267.534,310060.4063,310060.4063,310060.4063,186036.2438,186036.2438,186036.2438,434084.5688,454755.2625,385852.95,523657.575
0,0,0,0,0,0,0,0,0,0,348258.4875,348258.4875,348258.4875,208955.0925,208955.0925,208955.0925,487561.8826,510779.115,433388.34,588169.89
0,0,0,0,0,0,0,0,0,0,115274.6438,115274.6438,115274.6438,69164.78625,69164.78625,69164.78625,161384.5013,169069.4775,143452.89,194686.065
907665.8182,907665.8182,907665.8182,544599.4909,544599.4909,544599.4909,1270732.146,1331243.2,1129539.685,1532946.715,313313.5688,313313.5688,313313.5688,187988.1413,187988.1413,187988.1413,438638.9963,459526.5675,389901.33,529151.805
937300.8801,937300.8801,937300.8801,562380.5281,562380.5281,562380.5281,1312221.232,1374707.958,1166418.873,1582997.042,310060.4063,310060.4063,310060.4063,186036.2438,186036.2438,186036.2438,434084.5688,454755.2625,385852.95,523657.575
0,0,0,0,0,0,0,0,0,0.0001,348258.4875,348258.4875,348258.4875,208955.0925,208955.0925,208955.0925,487561.8826,510779.115,433388.34,588169.89
0,0,0,0,0,0,0,0,0,0,115274.6438,115274.6438,115274.6438,69164.78625,69164.78625,69164.78625,161384.5013,169069.4775,143452.89,194686.065
355391.882,355391.882,355391.882,213235.1292,213235.1292,213235.1292,497548.6348,521241.4269,442265.4532,600217.4008,313313.5688,313313.5688,313313.5688,187988.1413,187988.1413,187988.1413,438638.9963,459526.5675,389901.33,529151.805
189919.1612,189919.1612,189919.1612,113951.4968,113951.4968,113951.4968,265886.8257,278548.1032,236343.845,320752.3612,310060.4063,310060.4063,310060.4063,186036.2438,186036.2438,186036.2438,434084.5688,454755.2625,385852.95,523657.575
0,0,0,0,0,0,0,0,0,0,348258.4875,348258.4875,348258.4875,208955.0925,208955.0925,208955.0925,487561.8826,510779.115,433388.34,588169.89
0,0,0,0,0,0,0,0,0,0,114572.9813,114572.9813,114572.9813,68743.78875,68743.78875,68743.78875,160402.1738,168040.3725,142579.71,193501.035
430149.8271,430149.8271,430149.8271,258089.8963,258089.8963,258089.8963,602209.758,630886.4131,535297.5626,726475.2636,393898.4438,393898.4438,393898.4438,236339.0663,236339.0663,236339.0663,551457.8213,577717.7175,490184.73,665250.705
